region,industry,n_firms,beta,de_ratio,tax_rate,unlevered_beta,unlevered_beta_cash,as_of
Global,Advertising,419,1.272831803339158,0.40554917010338537,0.13471057671206996,0.9771010766469344,1.0861161361977183,2026-01-05
Global,Aerospace/Defense,319,1.2309446363304495,0.13000435357647336,0.10925811124152708,1.1220780958356649,1.1666842994270814,2026-01-05
Global,Air Transport,150,0.990625140921233,0.7888537626128624,0.14618961093690874,0.6235360329766932,0.6840621552018372,2026-01-05
Global,Apparel,1207,0.7624174150098879,0.18704658759362808,0.1524329632900584,0.6690261374951384,0.7052666591336804,2026-01-05
Global,Auto & Truck,165,1.4059578359827345,0.47810709918659605,0.1156742737157233,1.0362220648082061,1.1453823854743228,2026-01-05
Global,Auto Parts,797,1.4498212873289456,0.27799918976431154,0.17283112850909202,1.2007091955738698,1.3534718796622696,2026-01-05
Global,Bank (Money Center),604,0.6974939226520271,2.1172056839541082,0.21589570882030076,0.2703390837944257,0.36276505097143535,2026-01-05
Global,Banks (Regional),825,0.5134872216822973,2.022754998452419,0.1836263180691012,0.20461065243459373,0.30036338266393103,2026-01-05
Global,Beverage (Alcoholic),217,0.7926708486212135,0.20293430738047488,0.1761972881877432,0.6884110778911088,0.7250443439894131,2026-01-05
Global,Beverage (Soft),94,0.5928484661583204,0.18720193456088913,0.13304619400183731,0.5201753853273826,0.5420226574467705,2026-01-05
Global,Broadcasting,127,0.832172827138835,0.5677225300728672,0.1519882221308051,0.5845177342850763,0.6557707626756251,2026-01-05
Global,Brokerage & Investment Banking,623,0.9846136258120903,1.7913633445837658,0.15368016417037114,0.42133422837600737,0.4895737616143335,2026-01-05
Global,Building Materials,469,1.0048303067527764,0.2277946549291506,0.16716756842302286,0.8588270090696772,0.9027205933766406,2026-01-05
Global,Business & Consumer Services,994,0.9921459759086856,0.20606925307918136,0.158173661255646,0.8599020792218192,0.9083303812347316,2026-01-05
Global,Cable TV,42,1.0969952643670762,1.24165921182802,0.100169244792237,0.5693795503883593,0.5908296327587623,2026-01-05
Global,Chemical (Basic),909,1.256025755860968,0.5047972115839878,0.14718140978860136,0.9123253003832014,1.0021472613339761,2026-01-05
Global,Chemical (Diversified),63,1.1692025395347072,0.5251915023392947,0.21129295574917814,0.8399742722518635,0.9100571271749189,2026-01-05
Global,Chemical (Specialty),952,1.153626570549779,0.23515136877561943,0.15726042292568013,0.9813976882132293,1.0428068761505285,2026-01-05
Global,Coal & Related Energy,212,1.142939745797756,0.19903127953356936,0.10660623902225472,0.9951265845992541,1.1330048763544707,2026-01-05
Global,Computer Services,1225,1.1166904823073391,0.15013413016658986,0.16580858268179186,1.0041773314395268,1.0715769620770927,2026-01-05
Global,Computers/Peripherals,343,1.4861046989510829,0.06190260779843423,0.12934110980405725,1.4204814174634879,1.468198255805328,2026-01-05
Global,Construction Supplies,804,1.0343955755170557,0.3027187253876971,0.16723043638080756,0.8437715610727968,0.916676263756567,2026-01-05
Global,Diversified,329,0.7973881744550738,0.4850302644904126,0.15181559288182597,0.5854632922685766,0.6525743978395595,2026-01-05
Global,Drugs (Biotechnology),1193,1.2307900987040603,0.12349884859063313,0.020811664176194757,1.1269246221465585,1.1808092261100824,2026-01-05
Global,Drugs (Pharmaceutical),1260,1.0625903045222254,0.1493973751589695,0.10350760120301507,0.956000751176083,0.9987543035477139,2026-01-05
Global,Education,281,0.8117409279101255,0.2860777113490164,0.1454958526582427,0.6689254753889199,0.7445772281882472,2026-01-05
Global,Electrical Equipment,1158,1.3734745939775304,0.13738025875534765,0.12197776743808095,1.245751564008433,1.3406410283101367,2026-01-05
Global,Electronics (Consumer & Office),122,1.1970577265762667,0.16334231802432714,0.13277458911063045,1.0669892109280847,1.1925872612470574,2026-01-05
Global,Electronics (General),1481,1.5981880099626622,0.1416847160789399,0.11886169364404699,1.4453569704408071,1.568504800835242,2026-01-05
Global,Engineering/Construction,1390,1.0010491996782473,0.7655187434771671,0.17657904805750513,0.6370807424250895,0.7593173946857013,2026-01-05
Global,Entertainment,733,1.01273062606517,0.12733170536377922,0.0802914183132733,0.9248447968240087,0.9820773204991382,2026-01-05
Global,Environmental & Waste Services,397,1.1018148967549475,0.356988550754999,0.128003871059393,0.8700229098715009,0.9079972563351502,2026-01-05
Global,Farming/Agriculture,428,0.6698983445718822,0.5904066711724765,0.1562795744907282,0.4650068114248285,0.4926714956404097,2026-01-05
Global,Financial Svcs. (Non-bank & Insurance),1138,0.8234879512698963,2.648144776092079,0.15905524593988163,0.27668079862657935,0.29511483099160984,2026-01-05
Global,Food Processing,1450,0.6737244514596056,0.37102595414807416,0.1635157035911877,0.527626445827316,0.5602253462264254,2026-01-05
Global,Food Wholesalers,183,0.6848175876595803,0.5824351024210169,0.1743834801387952,0.47733413191932206,0.49887742197895796,2026-01-05
Global,Furn/Home Furnishings,383,0.9675096670659729,0.2572754619927642,0.15391396458443382,0.8116659988864169,0.9383844270287286,2026-01-05
Global,Green & Renewable Energy,258,0.8366528343155816,0.7142960228465005,0.1100334750756013,0.5457336300462998,0.5668002134281666,2026-01-05
Global,Healthcare Products,842,1.1819539300300537,0.13861423686745342,0.08451238620550149,1.07114620619297,1.1165102988785227,2026-01-05
Global,Healthcare Support Services,478,0.916558867242304,0.38126240765373487,0.1462247057835288,0.7135329574533067,0.7786715730650319,2026-01-05
Global,Heathcare Information and Technology,430,1.289920212997853,0.13958439156706817,0.07858084006691447,1.1682241624760321,1.2072494398821825,2026-01-05
Global,Homebuilding,160,0.9602309512811922,0.39900852266210785,0.19727547135664208,0.7399026850041263,0.8223996026589195,2026-01-05
Global,Hospitals/Healthcare Facilities,249,0.7601799253122585,0.4658336467806488,0.18460225368681527,0.5640774639188845,0.5838514857400334,2026-01-05
Global,Hotel/Gaming,656,0.7984302381267229,0.4024019145325064,0.1506476666348678,0.6140294799538569,0.6562244487273435,2026-01-05
Global,Household Products,588,0.8301058978401478,0.15674169012073252,0.13114799604420652,0.743172330958731,0.7741444240060512,2026-01-05
Global,Information Services,86,1.023720593319527,0.3198027502093926,0.19817947026034158,0.8264683824550356,0.8737359462659163,2026-01-05
Global,Insurance (General),204,0.5102355818446773,0.30061467815217013,0.15381509699375967,0.4167404004663154,0.4730782196000951,2026-01-05
Global,Insurance (Life),143,0.8037813390844742,0.7513489195239539,0.17249527524531463,0.5150028924154638,0.7948484337173086,2026-01-05
Global,Insurance (Prop/Cas.),248,0.43182654796312653,0.1633675814005323,0.19376871797018877,0.38489916934990565,0.4123714259312061,2026-01-05
Global,Investments & Asset Management,1315,0.7483402046417704,0.6033886561927545,0.07283248080092801,0.5159867506282935,0.5657130541049615,2026-01-05
Global,Machinery,1553,1.3694737580048848,0.13555693354095483,0.15992105601929235,1.2436577087492953,1.329621716102589,2026-01-05
Global,Metals & Mining,1874,1.2362712416499424,0.2304232157144556,0.04372311543056163,1.0548705842055661,1.1256104046768172,2026-01-05
Global,Office Equipment & Services,139,0.758696340294383,0.285689718412683,0.16192545757586446,0.6253626265661992,0.7113013935053746,2026-01-05
Global,Oil/Gas (Integrated),34,0.688733058006266,0.21601776638241316,0.2826819447184662,0.593114639491203,0.6324676188577144,2026-01-05
Global,Oil/Gas (Production and Exploration),539,0.8855554675584711,0.3581608929824404,0.08958282196877995,0.6987758462207245,0.7463854591601625,2026-01-05
Global,Oil/Gas Distribution,186,0.6534778887963208,0.6154001929641649,0.12144139205339988,0.4478105298674708,0.4611542527144429,2026-01-05
Global,Oilfield Svcs/Equip.,431,0.9482360006929875,0.3966307373470815,0.13728030330169913,0.7316604648552939,0.7996508694362168,2026-01-05
Global,Packaging & Container,438,0.7591351325704163,0.5264689021137591,0.16665209705491435,0.5450018618461938,0.5755524439641465,2026-01-05
